id,name,name_in_home_country,value,number,contract_expiry,birthplace,date_of_birth,height,position,main_position,other_position,citizenship,international_team,foot,current_club,player_agent,outfitter,url,age,last_name,simple_name
030ef8d6,Jofre Carreras,Jofre Carreras Pagès,1.0,17.0,"Jun 30, 2026",Girona,06/17/2001,1.75,winger,winger,winger,Spain,,right,RCD Espanyol Barcelona,MSSports,Unknown,https://www.transfermarkt.com/jofre-carreras/profil/spieler/628498,22,Carreras,Jofre Carreras
0313a347,Ezri Konsa,Ezri Konsa Ngoyo,35.0,4.0,"Jun 30, 2028",London,10/23/1997,1.83,centre-back,centre-back,full-back,England,England,right,Aston Villa,CAA Stellar,Unknown,https://www.transfermarkt.com/ezri-konsa/profil/spieler/413403,26,Konsa,Ezri Konsa
032f894e,Renato Sanches,Renato Júnior Luz Sanches,8.0,20.0,"Jun 30, 2024",Lisboa,08/18/1997,1.76,central midfield,central midfield,attacking midfield,Portugal,,right,AS Roma,Gestifute,adidas,https://www.transfermarkt.com/renato-sanches/profil/spieler/258027,26,Sanches,Renato Sanches
0356cf4f,Jonathan Walters,Jonathan Ronald Walters,0.0,,,Moreton,09/20/1983,1.83,winger,winger,forward,Ireland,Ireland,right,Retired,Unknown,Nike,https://www.transfermarkt.com/jonathan-walters/profil/spieler/3306,40,Walters,Jonathan Walters
03622183,Odion Ighalo,Odion Jude Ighalo,1.0,9.0,-,Lagos,06/16/1989,1.81,forward,forward,undefined,Nigeria,Nigeria,right,Al-Wehda FC,Aneke/PMG,Nike,https://www.transfermarkt.com/odion-ighalo/profil/spieler/62121,34,Ighalo,Odion Ighalo
0362c29e,Henry Wingo,,0.6,31.0,"Jun 30, 2024","Seattle, Washington",10/4/1995,1.83,full-back,full-back,winger,United States,,right,Ferencvárosi TC,CAA Stellar,Unknown,https://www.transfermarkt.com/henry-wingo/profil/spieler/378478,28,Wingo,Henry Wingo
036bba5f,Rubén Alcaraz,Rubén Alcaraz Jiménez,2.0,4.0,"Jun 30, 2025",Barcelona,05/1/1991,1.8,central midfield,central midfield,defensive midfield,Spain,,right,Cádiz CF,LEADERBROCK,Unknown,https://www.transfermarkt.com/ruben-alcaraz/profil/spieler/247250,32,Alcaraz,Ruben Alcaraz
037130ca,Robert Tesche,,0.3,8.0,"Jun 30, 2024",Wismar,05/27/1987,1.82,central midfield,central midfield,defensive midfield,Germany,Germany U21,right,VfL Osnabrück,Unknown,Unknown,https://www.transfermarkt.com/robert-tesche/profil/spieler/41458,36,Tesche,Robert Tesche
0375723e,Simone Verdi,,2.0,90.0,"Jun 30, 2025",Broni,07/12/1992,1.74,attacking midfield,attacking midfield,forward,Italy,Italy,both,Como 1907,Unknown,adidas,https://www.transfermarkt.com/simone-verdi/profil/spieler/130360,31,Verdi,Simone Verdi
03760df0,Emiliano Viviano,,0.3,2.0,"Jun 30, 2024",Fiesole,12/1/1985,1.95,goalkeeper,goalkeeper,undefined,Italy,Italy,left,Ascoli Calcio,Vigo Global Sport,Unknown,https://www.transfermarkt.com/emiliano-viviano/profil/spieler/24316,38,Viviano,Emiliano Viviano
037dbd30,Son,Francisco Javier Hidalgo Gómez,1.0,17.0,-,Sevilla,03/30/1994,1.78,full-back,full-back,full-back,Spain,,right,Ludogorets Razgrad,MESAS SPORT,Unknown,https://www.transfermarkt.com/sontm/profil/spieler/349856,30,Son,Son
037f2523,Jean-Philippe Krasso,,5.0,17.0,"Jun 30, 2027",Stuttgart,07/17/1997,1.87,forward,forward,undefined,Cote d'Ivoire,Ivory Coast,left,Red Star Belgrade,Hagen,Unknown,https://www.transfermarkt.com/jean-philippe-krasso/profil/spieler/358515,26,Krasso,Jean-Philippe Krasso
039a4fb6,Tio Cipot,,0.65,11.0,"Jun 30, 2027",Murska Sobota,04/20/2003,1.84,central midfield,central midfield,winger,Slovenia,Slovenia U21,right,Spezia Calcio,AR Sport Management,Unknown,https://www.transfermarkt.com/tio-cipot/profil/spieler/795431,21,Cipot,Tio Cipot
039ae103,Rubén Yáñez,Orlando Rubén Yáñez Alabart,1.0,1.0,"Jun 30, 2026",Blanes,10/12/1993,1.88,goalkeeper,goalkeeper,undefined,Spain,Spain U20,right,Sporting Gijón,Niagara Sports,Unknown,https://www.transfermarkt.com/ruben-yanez/profil/spieler/246335,30,Yáñez,Ruben Yanez
039f1983,Joseph Okumu,Joseph Stanley Okumu,9.0,2.0,"Jun 30, 2028",Kisumu,05/26/1997,1.9,centre-back,centre-back,undefined,Kenya,Kenya,right,Stade Reims,Elite Project Group,Unknown,https://www.transfermarkt.com/joseph-okumu/profil/spieler/453376,26,Okumu,Joseph Okumu
03b6afa9,Bright Osayi-Samuel,,8.0,21.0,"Jun 30, 2025",Okija,12/31/1997,1.75,full-back,full-back,winger,Nigeria,Nigeria,right,Fenerbahce,Triple S Sports,Unknown,https://www.transfermarkt.com/bright-osayi-samuel/profil/spieler/358948,26,Osayi-Samuel,Bright Osayi-Samuel
03bd0bf4,Naldo,,0.0,,,Londrina,09/10/1982,,centre-back,centre-back,undefined,Brazil,Brazil,right,Retired,Unknown,adidas,https://www.transfermarkt.com/naldo/profil/spieler/32213,41,Naldo,Naldo
03dc5b1f,Nino,,0.0,,,Almería,06/10/1980,1.69,forward,forward,forward,Spain,,right,Retired,Unknown,Unknown,https://www.transfermarkt.com/nino/profil/spieler/29178,43,Nino,Nino
03df04ff,Odysseas Vlachodimos,Date of birth/Age:,9.0,23.0,"Jun 30, 2027",Stuttgart,04/26/1994,1.91,goalkeeper,goalkeeper,undefined,Greece,Greece,right,Nottingham Forest,fair-sport GmbH,Uhlsport,https://www.transfermarkt.com/odysseas-vlachodimos/profil/spieler/124419,29,Vlachodimos,Odysseas Vlachodimos
03e48abb,Matty Daly,Matthew Paul Daly,0.3,10.0,"Jun 30, 2025",Stockport,03/10/2001,1.75,attacking midfield,attacking midfield,central midfield,England,England U18,right,Harrogate Town,Louie Anthony,Unknown,https://www.transfermarkt.com/matty-daly/profil/spieler/566349,23,Daly,Matty Daly
03e91055,Jason Berthomier,,0.4,15.0,"Jun 30, 2024",Montluçon,01/6/1990,1.77,attacking midfield,attacking midfield,central midfield,France,,left,Newcastle United Jets,CSM Sport &,Unknown,https://www.transfermarkt.com/jason-berthomier/profil/spieler/306191,34,Berthomier,Jason Berthomier
03edb878,Daniel Jebbison,Daniel David Jebbison,1.0,36.0,"Jun 30, 2024","Oakville, Ontario",08/13/2003,1.9,forward,forward,undefined,Canada,,right,Sheffield United,Cassius Sports,Unknown,https://www.transfermarkt.com/daniel-jebbison/profil/spieler/746740,20,Jebbison,Daniel Jebbison
03f946ed,Andrea Petagna,,5.0,32.0,"Jun 30, 2024",Trieste,06/30/1995,1.9,forward,forward,undefined,Italy,Italy,left,Cagliari Calcio,GR Sports,Unknown,https://www.transfermarkt.com/andrea-petagna/profil/spieler/199258,28,Petagna,Andrea Petagna
0400dd2f,Badredine Bouanani,Date of birth/Age:,5.0,10.0,"Jun 30, 2024",Lille,12/8/2004,1.77,winger,winger,attacking midfield,Algeria,Algeria,left,FC Lorient,Classico,adidas,https://www.transfermarkt.com/badredine-bouanani/profil/spieler/707242,19,Bouanani,Badredine Bouanani
0412b9cd,Felipe Vizeu,,0.5,9.0,"Dec 31, 2024",Três Rios,03/12/1997,1.85,forward,forward,undefined,Brazil,Brazil U20,left,Criciúma Esporte Clube,Marcio Bittencourt,Unknown,https://www.transfermarkt.com/felipe-vizeu/profil/spieler/425462,27,Vizeu,Felipe Vizeu
0420d84f,Seamus Coleman,Séamus Coleman,0.9,23.0,"Jun 30, 2024",Donegal,10/11/1988,1.77,full-back,full-back,winger,Ireland,Ireland,right,Everton FC,Unknown,Nike,https://www.transfermarkt.com/seamus-coleman/profil/spieler/68390,35,Coleman,Seamus Coleman
042e8a49,Kingsley Coman,Kingsley Junior Coman,65.0,11.0,"Jun 30, 2027",Paris,06/13/1996,1.81,winger,winger,winger,France,,right,Bayern Munich,CAA Base Ltd,Puma,https://www.transfermarkt.com/kingsley-coman/profil/spieler/243714,27,Coman,Kingsley Coman
0442183b,Nathaniel Clyne,Nathaniel Edwin Clyne,1.0,17.0,"Jun 30, 2024",London,04/5/1991,1.75,full-back,full-back,undefined,England,England,right,Crystal Palace,ROOF,Unknown,https://www.transfermarkt.com/nathaniel-clyne/profil/spieler/85177,33,Clyne,Nathaniel Clyne
047759a0,Ibrahima Kébé,,0.5,6.0,"Jun 30, 2024",Bamako,08/2/2000,1.86,defensive midfield,defensive midfield,central midfield,Mali,,right,CD Mirandés,Unknown,Unknown,https://www.transfermarkt.com/ibrahima-kebe/profil/spieler/785967,23,Kébé,Ibrahima Kebe
0480ebc7,Elijah Adebayo,Elijah Anuoluwapo Oluwaferanmi Oluwatomi Oluwalana Ayomikulehin Adebayo,12.0,11.0,-,London,01/7/1998,1.93,forward,forward,undefined,England,,right,Luton Town,CAA Stellar,Unknown,https://www.transfermarkt.com/elijah-adebayo/profil/spieler/319900,26,Adebayo,Elijah Adebayo
048877f5,Stefano Sorrentino,,0.0,,,Cava de' Tirreni,03/28/1979,1.86,goalkeeper,goalkeeper,forward,Italy,,right,Retired,Unknown,Unknown,https://www.transfermarkt.com/stefano-sorrentino/profil/spieler/21891,45,Sorrentino,Stefano Sorrentino
0489bb30,Eddie Salcedo,Eddie Anthony Salcedo Mora,1.0,10.0,"Jun 30, 2024",Genova,10/1/2001,1.78,forward,forward,winger,Italy,Italy U21,right,Calcio Lecco 1912,Team Raiola,Unknown,https://www.transfermarkt.com/eddie-salcedo/profil/spieler/459661,22,Salcedo,Eddie Salcedo
048a1cbc,Raphaël Guerreiro,Raphaël Adelino José Guerreiro,15.0,22.0,"Jun 30, 2026",Le Blanc-Mesnil,12/22/1993,1.7,full-back,full-back,winger,Portugal,,left,Bayern Munich,Wasserman,adidas,https://www.transfermarkt.com/raphael-guerreiro/profil/spieler/170986,30,Guerreiro,Raphael Guerreiro
04964f4f,Marquinhos,,3.0,10.0,"Jun 30, 2026",Cajari,10/23/1999,1.7,winger,winger,winger,Brazil,,right,Ferencvárosi TC,AIS Football,Unknown,https://www.transfermarkt.com/marquinhos/profil/spieler/516722,24,Marquinhos,Marquinhos
04965583,Aleix Vidal,Aleix Vidal Parreu,0.6,,,Valls,08/21/1989,1.77,winger,winger,winger,Spain,Spain,right,Without Club,Promoesport,Nike,https://www.transfermarkt.com/aleix-vidal/profil/spieler/88490,34,Vidal,Aleix Vidal
049751d7,András Schäfer,,5.0,13.0,-,Szombathely,04/13/1999,1.78,central midfield,central midfield,defensive midfield,Hungary,Hungary,right,FC Union Berlin,EM Sports Consulting,Unknown,https://www.transfermarkt.com/andras-schafer/profil/spieler/454863,25,Schäfer,Andras Schafer
0497a545,Francesco Verde,,0.175,90.0,"Jun 30, 2024",Aversa,08/16/1999,1.88,forward,forward,undefined,Italy,,right,AS Giana Erminio,Daniel Piconcelli,Unknown,https://www.transfermarkt.com/francesco-verde/profil/spieler/395870,24,Verde,Francesco Verde
04981123,Filip Malbasic,Date of birth/Age:,0.4,29.0,"Jun 30, 2024",Belgrade,11/18/1992,1.82,winger,winger,forward,Serbia,Serbia U21,right,FK Vojvodina Novi Sad,Friends & Football,Unknown,https://www.transfermarkt.com/filip-malbasic/profil/spieler/162652,31,Malbasic,Filip Malbasic
04989945,Simone Muratore,,0.1,,,Cuneo,05/30/1998,1.86,central midfield,central midfield,defensive midfield,Italy,Italy U21,right,Without Club,Unknown,Unknown,https://www.transfermarkt.com/simone-muratore/profil/spieler/297648,25,Muratore,Simone Muratore
049a888d,Mykhaylo Mudryk,Date of birth/Age:,35.0,10.0,"Jun 30, 2031","Krasnograd, Kharkiv ...",01/5/2001,1.75,winger,winger,winger,Ukraine,Ukraine,right,Chelsea FC,ALIK FOOTBALL,Nike,https://www.transfermarkt.com/mykhaylo-mudryk/profil/spieler/537860,23,Mudryk,Mykhaylo Mudryk
04a65a8f,Markel Bergara,Markel Bergara Larrañaga,0.0,,,Elgoibar,05/5/1986,1.81,defensive midfield,defensive midfield,central midfield,Spain,Spain U20,right,Retired,Bahía Internacional,Unknown,https://www.transfermarkt.com/markel-bergara/profil/spieler/51426,37,Bergara,Markel Bergara
04ac78d2,Bamo Meïté,Bamo Abdoul Meïté,5.0,18.0,"Jun 30, 2024",Kani,12/3/2001,1.83,centre-back,centre-back,defensive midfield,Cote d'Ivoire,,right,Olympique Marseille,CAA Base Ltd,Unknown,https://www.transfermarkt.com/bamo-meite/profil/spieler/807165,22,Meïté,Bamo Meite
04ac8285,Jasper Cillessen,Jacobus Antonius Peter Cillessen,1.0,1.0,"Jun 30, 2025",Nijmegen,04/22/1989,1.87,goalkeeper,goalkeeper,undefined,Netherlands,Netherlands,right,NEC Nijmegen,SEG,Mizuno,https://www.transfermarkt.com/jasper-cillessen/profil/spieler/146227,34,Cillessen,Jasper Cillessen
04b40c58,Nicolò Bertola,,0.3,77.0,"Jun 30, 2025",Carrara,03/23/2003,1.92,centre-back,centre-back,undefined,Italy,Italy U19,right,Spezia Calcio,TMP SOCCER srl,Unknown,https://www.transfermarkt.com/nicolo-bertola/profil/spieler/632831,21,Bertola,Nicolo Bertola
04bb2b06,Ibrahima Koné,,2.0,23.0,"Jun 30, 2028",Bamako,06/16/1999,1.9,forward,forward,undefined,Mali,,left,UD Almería,FA Sport,Unknown,https://www.transfermarkt.com/ibrahima-kone/profil/spieler/490223,24,Koné,Ibrahima Kone
04c11885,Marvin Bakalorz,Marvin Dirk Bakalorz,0.175,6.0,"Jun 30, 2024",Offenbach am Main,09/13/1989,1.8,defensive midfield,defensive midfield,central midfield,Germany,,right,MSV Duisburg,EMG Mundial,Unknown,https://www.transfermarkt.com/marvin-bakalorz/profil/spieler/53602,34,Bakalorz,Marvin Bakalorz
04c4edc1,Gennaro Borrelli,,1.0,29.0,"Jun 30, 2024",Campobasso,03/10/2000,1.94,forward,forward,undefined,Italy,Italy U20,right,Brescia Calcio,LIAN Sports Group,Unknown,https://www.transfermarkt.com/gennaro-borrelli/profil/spieler/459988,24,Borrelli,Gennaro Borrelli
04df29a5,Lorenzo Colombo,,7.0,9.0,"Jun 30, 2024",Vimercate,03/8/2002,1.83,forward,forward,winger,Italy,Italy U21,left,AC Monza,GR Sports,Unknown,https://www.transfermarkt.com/lorenzo-colombo/profil/spieler/487843,22,Colombo,Lorenzo Colombo
04e17fd5,Youssef En-Nesyri,,18.0,15.0,"Jun 30, 2025",Fès,06/1/1997,1.92,forward,forward,winger,Morocco,Morocco,left,Sevilla FC,11MANGMT,Nike,https://www.transfermarkt.com/youssef-en-nesyri/profil/spieler/433049,26,En-Nesyri,Youssef En-Nesyri
04e195ee,Indiana Vassilev,"Indiana Denchev Vassilev , Индиана Денчев Василев",1.0,19.0,"Dec 31, 2024","Savannah, Georgia",02/16/2001,1.75,attacking midfield,attacking midfield,winger,United States,,left,St. Louis CITY SC,GROW,Unknown,https://www.transfermarkt.com/indiana-vassilev/profil/spieler/469860,23,Vassilev,Indiana Vassilev
04e531b6,Pablo Torre,Pablo Torre Carral,3.0,18.0,"Jun 30, 2024",Soto de la Marina,04/3/2003,1.73,central midfield,central midfield,attacking midfield,Spain,Spain U21,right,Girona FC,AC Talent,adidas,https://www.transfermarkt.com/pablo-torre/profil/spieler/720038,21,Torre,Pablo Torre
0512a60a,Ismaël Doukouré,,12.0,29.0,"Jun 30, 2026",Lille,07/24/2003,1.83,centre-back,centre-back,defensive midfield,France,France U21,right,RC Strasbourg Alsace,Unknown,Unknown,https://www.transfermarkt.com/ismael-doukoure/profil/spieler/786436,20,Doukouré,Ismael Doukoure
0515a4cb,Christophe Kerbrat,,0.0,2.0,"Jun 30, 2024",Brest,08/2/1986,1.83,centre-back,centre-back,defensive midfield,France,,right,Stade Briochin,CLK FOOT,Unknown,https://www.transfermarkt.com/christophe-kerbrat/profil/spieler/138049,37,Kerbrat,Christophe Kerbrat
0534149c,Takuma Nishimura,Date of birth/Age:,1.0,7.0,"Jun 30, 2024","Nagoya, Aichi",10/22/1996,1.78,forward,forward,forward,Japan,Japan,right,Servette FC,UDN SPORTS,Unknown,https://www.transfermarkt.com/takuma-nishimura/profil/spieler/353567,27,Nishimura,Takuma Nishimura
05384ea1,Sven Michel,,0.9,20.0,"Jun 30, 2025",Freudenberg,07/15/1990,1.77,forward,forward,forward,Germany,,left,FC Augsburg,Karl M. Herzog,Unknown,https://www.transfermarkt.com/sven-michel/profil/spieler/186988,33,Michel,Sven Michel
05439de2,David Alaba,David Olatukunbo Alaba,25.0,4.0,"Jun 30, 2026",Wien,06/24/1992,1.8,centre-back,centre-back,full-back,Austria,,left,Real Madrid,Relatives,adidas,https://www.transfermarkt.com/david-alaba/profil/spieler/59016,31,Alaba,David Alaba
0545a08e,Walid Cheddira,,6.0,70.0,"Jun 30, 2024",Loreto,01/22/1998,1.87,forward,forward,winger,Morocco,,right,Frosinone Calcio,BDN,Unknown,https://www.transfermarkt.com/walid-cheddira/profil/spieler/521407,26,Cheddira,Walid Cheddira
054849d2,Iago,,5.0,22.0,"Jun 30, 2024",Monte Azul ...,03/23/1997,1.81,full-back,full-back,winger,Brazil,Brazil U23,left,FC Augsburg,C.R,Unknown,https://www.transfermarkt.com/iago/profil/spieler/520468,27,Iago,Iago
0557ff4f,Danilo Barbosa,,2.0,5.0,"Jun 30, 2025",Simões Filho,02/28/1996,1.83,defensive midfield,defensive midfield,central midfield,Brazil,Brazil U20,right,Botafogo de Futebol e Regatas,Universal Twenty Two,Nike,https://www.transfermarkt.com/danilo-barbosa/profil/spieler/273438,28,Barbosa,Danilo Barbosa
056269d7,Óscar Mingueza,scar Mingueza García,8.0,3.0,"Jun 30, 2026",Santa Perpètua de ...,05/13/1999,1.84,full-back,full-back,centre-back,Spain,Spain,right,Celta de Vigo,TACTIC GRUP -,Puma,https://www.transfermarkt.com/oscar-mingueza/profil/spieler/331505,24,Mingueza,Oscar Mingueza
0562b7f1,Odsonne Edouard,Odsonne Édouard,20.0,22.0,"Jun 30, 2025",Kourou,01/16/1998,1.87,forward,forward,undefined,France,France U21,right,Crystal Palace,Relatives,Unknown,https://www.transfermarkt.com/odsonne-edouard/profil/spieler/344152,26,Edouard,Odsonne Edouard
056a8552,Shio Fukuda,Date of birth/Age:,0.3,49.0,-,"Kanoya, Kagoshima",04/8/2004,1.78,forward,forward,winger,Japan,Japan U22,right,Borussia Mönchengladbach,JAPAN SPORTS,Puma,https://www.transfermarkt.com/shio-fukuda/profil/spieler/1073997,20,Fukuda,Shio Fukuda
056d2d95,Christopher Trimmel,,0.8,28.0,"Jun 30, 2024",Oberpullendorf,02/24/1987,1.89,full-back,full-back,winger,Austria,Austria,right,FC Union Berlin,ROOF,adidas,https://www.transfermarkt.com/christopher-trimmel/profil/spieler/75921,37,Trimmel,Christopher Trimmel
05816e19,Juan Otero,Juan Ferney Otero Tovar,2.0,19.0,"Jun 30, 2024",Sipí,05/26/1995,1.82,winger,winger,forward,Colombia,Colombia,right,Sporting Gijón,Alinea,Unknown,https://www.transfermarkt.com/juan-ferney-otero/profil/spieler/332305,28,Otero,Juan Otero
0588a092,Frank Tsadjout,Frank Cédric Tsadjout,0.9,74.0,"Jun 30, 2027",Perugia,07/28/1999,1.9,forward,forward,winger,Italy,,left,US Cremonese,Patrick Bastianelli,Unknown,https://www.transfermarkt.com/frank-tsadjout/profil/spieler/392545,24,Tsadjout,Frank Tsadjout
0589c701,Pedro Brazão,,0.7,20.0,"Jun 30, 2026",Lisboa,12/30/2002,1.78,attacking midfield,attacking midfield,winger,Portugal,Portugal U20,left,Bodrum FK,LIAN Sports Group,adidas,https://www.transfermarkt.com/pedro-brazao/profil/spieler/577590,21,Brazão,Pedro Brazao
0595569d,Alaa Bellaarouch,Date of birth/Age:,1.0,36.0,"Jun 30, 2027",Casablanca,02/1/2002,1.88,goalkeeper,goalkeeper,undefined,Morocco,,right,RC Strasbourg Alsace,E2A,Unknown,https://www.transfermarkt.com/alaa-bellaarouch/profil/spieler/667991,22,Bellaarouch,Alaa Bellaarouch
059948df,Callum Slattery,,0.475,8.0,"May 31, 2024",Kidlington,02/8/1999,1.8,central midfield,central midfield,attacking midfield,England,England U20,right,Motherwell FC,SBM,Unknown,https://www.transfermarkt.com/callum-slattery/profil/spieler/332342,25,Slattery,Callum Slattery
059a83b8,Thérence Koudou,Thérence Ange Koudou,0.6,45.0,"Jun 30, 2026",Livry-Gargan,12/13/2004,1.78,full-back,full-back,undefined,France,France U20,right,Stade Reims,One Team Football,Unknown,https://www.transfermarkt.com/therence-koudou/profil/spieler/910176,19,Koudou,Therence Koudou
05a275e0,João Aurélio,João Miguel Coimbra Aurélio,0.1,2.0,"Jun 30, 2025",Beja,08/17/1988,1.82,full-back,full-back,central midfield,Portugal,Portugal U21,right,CD Nacional,Leaguepro LDA,Unknown,https://www.transfermarkt.com/joao-aurelio/profil/spieler/84711,35,Aurélio,Joao Aurelio
05a4465d,Manu García,Manuel Alejandro García Sánchez,0.2,,,Vitoria-Gasteiz,04/26/1986,1.83,central midfield,central midfield,defensive midfield,Spain,Spain U17,left,Without Club,IDUB GLOBAL,adidas,https://www.transfermarkt.com/manu-garcia/profil/spieler/76273,37,García,Manu Garcia
05a84d52,Moussa Marega,,2.0,91.0,-,Les Ulis,04/14/1991,1.83,forward,forward,winger,Mali,Mali,right,Sharjah FC,Relatives,Unknown,https://www.transfermarkt.com/moussa-marega/profil/spieler/283130,33,Marega,Moussa Marega
05ba9d7c,Tanguy Coulibaly,,2.0,70.0,"Jun 30, 2026",Sèvres,02/18/2001,1.79,winger,winger,winger,France,,left,Montpellier HSC,Unknown,Unknown,https://www.transfermarkt.com/tanguy-coulibaly/profil/spieler/618425,23,Coulibaly,Tanguy Coulibaly
05cb19c5,Eljero Elia,Eljero George Rinaldo Elia,0.0,,,Voorburg,02/13/1987,1.76,winger,winger,undefined,Netherlands,Netherlands,right,Retired,Key United,Unknown,https://www.transfermarkt.com/eljero-elia/profil/spieler/27805,37,Elia,Eljero Elia
05d548d8,Mats Hummels,Mats Julian Hummels,6.0,15.0,"Jun 30, 2024",Bergisch Gladbach,12/16/1988,1.91,centre-back,centre-back,undefined,Germany,,right,Borussia Dortmund,HMH Sportmanagement,adidas,https://www.transfermarkt.com/mats-hummels/profil/spieler/39728,35,Hummels,Mats Hummels
05e19d6a,Franck Kessié,Franck Yannick Kessié,20.0,79.0,"Jun 30, 2026",Ouragahio,12/19/1996,1.83,central midfield,central midfield,defensive midfield,Cote d'Ivoire,Ivory Coast,right,Al-Ahli SFC,Ambition Group,Nike,https://www.transfermarkt.com/franck-kessie/profil/spieler/294808,27,Kessié,Franck Kessie
05e2d5ea,Delano Burgzorg,,1.0,7.0,"Jun 30, 2024",Amsterdam,11/7/1998,1.86,winger,winger,forward,Netherlands,Netherlands U20,right,Huddersfield Town,PURE,Puma,https://www.transfermarkt.com/delano-burgzorg/profil/spieler/436585,25,Burgzorg,Delano Burgzorg
